"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","RT @wikileaks: The 'Assange Precedent': How the Trump administration is using its case against WikiLeaks as an 'icebreaker' that will crush…",FALSE,0,NA,"2019-03-18 23:59:48",FALSE,NA,"1107793760467992576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RDev74147",598,TRUE,FALSE,NA,NA
"12","RT @faberdp: @kylegriffin1 @AOC Well that’s great, but the House should be holding non-stop hearings on corruption and collusion inside the…",FALSE,0,NA,"2019-03-18 23:59:47",FALSE,NA,"1107793754319024128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VQiinn",1,TRUE,FALSE,NA,NA
"13","RT @ChelseaClinton: The Trump administration's proposed rule change to Title X funding would restrict health care access, hurting millions…",FALSE,0,NA,"2019-03-18 23:59:46",FALSE,NA,"1107793748249976832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rajaneesmom",659,TRUE,FALSE,NA,NA
"14","RT @LouDobbs: The Radical Dimms and RINOs are committed to subversion and overthrow of the Trump Administration.  #MAGA #AmericaFirst #DTS…",FALSE,0,NA,"2019-03-18 23:59:45",FALSE,NA,"1107793744751931392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marjoriemkh",2483,TRUE,FALSE,NA,NA
"15","RT @spacecom: Are you ready for some budget? Here's a deep dive into the Trump Administration's FY 2020 request for NASA https://t.co/4a3Zw…",FALSE,0,NA,"2019-03-18 23:59:42",FALSE,NA,"1107793731284058112",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RayWMaker",7,TRUE,FALSE,NA,NA
"16","RT @TheDemCoalition: ""His condition is getting worse, not better — and there are now fewer people in the administration able to contain the…",FALSE,0,NA,"2019-03-18 23:59:41",FALSE,NA,"1107793730164019200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ksaun001",923,TRUE,FALSE,NA,NA
"17","RT @KenRoth: Trump hopes to ""solve"" the problem of human rights violations in the United States: he keeps refusing requests by UN investiga…",FALSE,0,NA,"2019-03-18 23:59:41",FALSE,NA,"1107793728335306752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Harrymeanwell4",34,TRUE,FALSE,NA,NA
"18","RT @NBCNews: Opinion | Ben Crump: President Trump's administration delayed putting Harriet Tubman on the $20 bill. If she were white, would…",FALSE,0,NA,"2019-03-18 23:59:39",FALSE,NA,"1107793721888829440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JustLikeThis00",123,TRUE,FALSE,NA,NA
"19","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,"2019-03-18 23:59:39",FALSE,NA,"1107793720089501696",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NyxByNight",1058,TRUE,FALSE,NA,NA
"20","Kellyanne Conway says she doesn't share husband's concerns on Trump's mental fitness https://t.co/CDeBa6PIGM",FALSE,0,NA,"2019-03-18 23:59:38",FALSE,NA,"1107793717002264576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ahnighito",0,FALSE,FALSE,NA,NA
"21","RT @kazweida: Congrats to Donna Brazile for legitimizing a network that promotes propaganda for the Trump administration, perpetuates bigot…",FALSE,0,NA,"2019-03-18 23:59:34",FALSE,NA,"1107793699524804608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","barb_hill",1456,TRUE,FALSE,NA,NA
"22","RT @thehill: Kellyanne Conway's husband suggests President Trump has at least two diagnosable personality disorders https://t.co/Lub2io2IuS…",FALSE,0,NA,"2019-03-18 23:59:28",FALSE,NA,"1107793675923410944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cindy_52s",104,TRUE,FALSE,NA,NA
"23","RT @EdKrassen: Socialism (n): ""economic and political theories advocating governmental ownership and administration of the means of product…",FALSE,0,NA,"2019-03-18 23:59:24",FALSE,NA,"1107793658399637504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Robin32459",161,TRUE,FALSE,NA,NA
"24","RT @MissDiagnosis: AHMED: it is FALLACY to claim the #Trump administration is '#Islamophobic' -  On the anniversary of #Halabja and #Anfaal…",FALSE,0,NA,"2019-03-18 23:59:18",FALSE,NA,"1107793634043269120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","khbc2b75i",3576,TRUE,FALSE,NA,NA
"25","RT @faravaharSF: (Un)safe to say, @fema under @realDonaldTrump is NOT helping Americans suffering from natural disasters like wildfires &amp; h…",FALSE,0,NA,"2019-03-18 23:59:16",FALSE,NA,"1107793623050055680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MenominiWanlip",3,TRUE,FALSE,NA,NA
"26","RT @NumbersUSA: Mandatory E-Verify is needed to end illegal immigration, but the Trump Administration can do much more to target criminal e…",FALSE,0,NA,"2019-03-18 23:59:10",FALSE,NA,"1107793600799072256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vncntrz54",137,TRUE,FALSE,NA,NA
"27","RT @drawandstrike: Note that you're seeing a lot of Never Trump-influenced media suddenly shopping 'news' stories about chaos and 'internal…",FALSE,0,NA,"2019-03-18 23:59:07",FALSE,NA,"1107793585024520192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cheryl4Trump",61,TRUE,FALSE,NA,NA
"28","@GrantBubsey @kylegriffin1 @TheBeatWithAri I see your point, but until this administration taxes have always been r… https://t.co/VLzGJtVZkf",FALSE,0,"GrantBubsey","2019-03-18 23:58:58",TRUE,"1107787824886104064","1107793549280473088","2513739464","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SeizingMonkey",0,FALSE,FALSE,NA,NA
"29","RT @StopBigMoney: Donald Trump’s administration just granted Ivanka Trump a LIFETIME Security Clearance. But she’s facing possible FBI Inve…",FALSE,0,NA,"2019-03-18 23:58:57",FALSE,NA,"1107793543232286720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sandcastle114",4248,TRUE,FALSE,NA,NA
"30","RT @thehill: Trump admin requests over $85 billion for spy budget https://t.co/ggxeM38SZs https://t.co/zmBQ8dMtAW",FALSE,0,NA,"2019-03-18 23:58:56",FALSE,NA,"1107793539910520832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ANIME4LIFE",71,TRUE,FALSE,NA,NA
"31","RT @drawandstrike: There's no internal war within the Trump administration to 'save' the Iran Nuclear Deal. 

This disinformation will get…",FALSE,0,NA,"2019-03-18 23:58:56",FALSE,NA,"1107793539902119936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sandinharry",195,TRUE,FALSE,NA,NA
"32","Opinion | Why has Trump's administration delayed putting Harriet Tubman on the $20 bill? https://t.co/WH999ulqPH",FALSE,1,NA,"2019-03-18 23:58:55",FALSE,NA,"1.107793536643e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","VanAggson",0,FALSE,FALSE,NA,NA
"33","Even NYT had reported this:

Elliot Broidy was paid to lobby the Trump administration to end an investigation relat… https://t.co/6RE1nHbs90",FALSE,22,"BenKTallmadge","2019-03-18 23:58:50",TRUE,"1107790137398710272","1107793515948339200","3301847203","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BenKTallmadge",13,FALSE,FALSE,NA,NA
"34","RT @DLind: So on the one hand, the WH is trying to sunset longstanding TPS protections because ""temporary means temporary.""

On the other,…",FALSE,0,NA,"2019-03-18 23:58:50",FALSE,NA,"1107793515508129792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","a61688",26,TRUE,FALSE,NA,NA
"35","@mommags2579 @TheRealMissGuy @Lrihendry @realDonaldTrump and when I say undereducated, I don't even mean higher edu… https://t.co/QXRxXxcT8s",FALSE,0,"Euchre_AFGC","2019-03-18 23:58:49",TRUE,"1107793161911451648","1107793510852382720","799876806195167232","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Euchre_AFGC",0,FALSE,FALSE,NA,NA
"36","RT @JoeySalads: The Left complains that Trump made America a laughing stock. 
No, the MSM did that.
We are doing better than ever under his…",FALSE,0,NA,"2019-03-18 23:58:48",FALSE,NA,"1107793507840745472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Goodlad86242854",25,TRUE,FALSE,NA,NA
"37","RT @atrupar: TRUMP ADMINISTRATION: Everyone should read the white supremacist mass murderer’s manifesto in full 

ALSO TRUMP ADMIN: Nobody…",FALSE,0,NA,"2019-03-18 23:58:43",FALSE,NA,"1107793487368474624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jacobtwop",459,TRUE,FALSE,NA,NA
"38","Trump administration proposes big cut in Hanford spending https://t.co/KgiN3yPKvi",FALSE,0,NA,"2019-03-18 23:58:42",FALSE,NA,"1107793480598896640",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","seattleinformer",0,FALSE,FALSE,NA,NA
"39","RT @krasi_grozev: “NATO’s solidarity clause is called Article 5, not Article F-35” https://t.co/sQbu9ahFC5 via @defenseone",FALSE,0,NA,"2019-03-18 23:58:36",FALSE,NA,"1107793457060474880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RODRIGORRC72",4,TRUE,FALSE,NA,NA
"40","RT @CuteScarley: Your husband pulls you down KellyAnne

Conway's husband suggests Trump has narcissistic personality disorder https://t.co/…",FALSE,0,NA,"2019-03-18 23:58:35",FALSE,NA,"1107793452887142400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sbwaverider",81,TRUE,FALSE,NA,NA
"41","RT @Lrihendry: @realDonaldTrump I do not think there has ever been an administration like Obama’s that did as much damage in as little time…",FALSE,0,NA,"2019-03-18 23:58:35",FALSE,NA,"1107793450433421312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EdHammer2x",1993,TRUE,FALSE,NA,NA
"42","Trump administration bars credentialed reporters from special conference call – and allows ‘faith-based... https://t.co/ShKBAYTqkB",FALSE,1,NA,"2019-03-18 23:58:28",FALSE,NA,"1107793421035540480",NA,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Blopezmiksdaddy",0,FALSE,FALSE,NA,NA
"43","RT @thehill: Trump says he donates $100,000 from salary to DHS https://t.co/MqbX2abfFz https://t.co/yUoAS5ULhL",FALSE,0,NA,"2019-03-18 23:58:25",FALSE,NA,"1107793411942293504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KatGodspell",35,TRUE,FALSE,NA,NA
"44","RT @laureldavilacpa: The disconnect between the Trump administration and reality on #climatechange keeps growing. We need a president like…",FALSE,0,NA,"2019-03-18 23:58:21",FALSE,NA,"1107793392136867840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrisehyman",43,TRUE,FALSE,NA,NA
"45","RT @DenbrotS: “..Trump administration has escalated its hostility toward human rights bodies including the apparent severing of relationshi…",FALSE,0,NA,"2019-03-18 23:58:13",FALSE,NA,"1107793361623089152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emily_baker",41,TRUE,FALSE,NA,NA
"47","RT @AP: The Trump administration is proposing new limits on student borrowing as part of a broader plan to curb the cost of college. The pl…",FALSE,0,NA,NA,FALSE,NA,"1107793796337684481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LotoBoho",1485,TRUE,FALSE,NA,NA
"51","RT @TheBeatWithAri: .@AOC is using Instagram live to ""expose what she calls the Trump administration's effort to manipulate the census and…",FALSE,0,NA,NA,FALSE,NA,"1107793771515858945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AfroStateOfMind",163,TRUE,FALSE,NA,NA
"52","RT @ChelseaClinton: Another disappointing though not surprising move by the Trump administration to dilute U.S. support for women's rights…",FALSE,0,NA,NA,FALSE,NA,"1107793770995564545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","babyspittle",1215,TRUE,FALSE,NA,NA
"54","RT @NBCNews: Opinion | Ben Crump: ""Americans should want to replace President Andrew Jackson, a former slave owner, with the picture of a w…",FALSE,0,NA,NA,FALSE,NA,"1107793763315970049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrendaSchory",134,TRUE,FALSE,NA,NA
"55","RT @TheBeatWithAri: .@AOC is using Instagram live to ""expose what she calls the Trump administration's effort to manipulate the census and…",FALSE,0,NA,NA,FALSE,NA,"1107793762669854720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","azwildcatsfan",163,TRUE,FALSE,NA,NA
"56","Trump team wants to screw over college students who depend on work study https://t.co/m8uvw0U7MM",FALSE,0,NA,NA,FALSE,NA,"1107793761449345025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lmo66Olson",1,FALSE,FALSE,NA,NA
"58","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793757477453824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ibedodie",7153,TRUE,FALSE,NA,NA
"59","RT @faberdp: @kylegriffin1 @AOC Well that’s great, but the House should be holding non-stop hearings on corruption and collusion inside the…",FALSE,0,NA,NA,FALSE,NA,"1107793754319024130",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VQiinn",2,TRUE,FALSE,NA,NA
"60","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793754142969857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnneLouisianne",7153,TRUE,FALSE,NA,NA
"61","RT @ChelseaClinton: Another disappointing though not surprising move by the Trump administration to dilute U.S. support for women's rights…",FALSE,0,NA,NA,FALSE,NA,"1107793748509888512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kdqd3",1215,TRUE,FALSE,NA,NA
"63","RT @LouDobbs: The Radical Dimms and RINOs are committed to subversion and overthrow of the Trump Administration.  #MAGA #AmericaFirst #DTS…",FALSE,0,NA,NA,FALSE,NA,"1107793744751931402",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marjoriemkh",2508,TRUE,FALSE,NA,NA
"64","RT @TheBeatWithAri: .@AOC is using Instagram live to ""expose what she calls the Trump administration's effort to manipulate the census and…",FALSE,0,NA,NA,FALSE,NA,"1107793743757959168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nwayne66",163,TRUE,FALSE,NA,NA
"65","RT @spacecom: Are you ready for some budget? Here's a deep dive into the Trump Administration's FY 2020 request for NASA https://t.co/4a3Zw…",FALSE,0,NA,NA,FALSE,NA,"1107793731284058113",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RayWMaker",7,TRUE,FALSE,NA,NA
"67","RT @wikileaks: The 'Assange Precedent': How the Trump administration is using its case against WikiLeaks as an 'icebreaker' that will crush…",FALSE,0,NA,NA,FALSE,NA,"1107793729484656640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheFree_Lance",606,TRUE,FALSE,NA,NA
"69","RT @NBCNews: Opinion | Ben Crump: President Trump's administration delayed putting Harriet Tubman on the $20 bill. If she were white, would…",FALSE,0,NA,NA,FALSE,NA,"1107793721888829446",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JustLikeThis00",123,TRUE,FALSE,NA,NA
"70","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,NA,FALSE,NA,"1107793720089501698",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NyxByNight",1070,TRUE,FALSE,NA,NA
"72","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793709003952129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoxGbcox3947",7153,TRUE,FALSE,NA,NA
"73","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793708571754497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","clodluv59",7153,TRUE,FALSE,NA,NA
"74","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793700644630531",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","laineymel",7153,TRUE,FALSE,NA,NA
"75","RT @kazweida: Congrats to Donna Brazile for legitimizing a network that promotes propaganda for the Trump administration, perpetuates bigot…",FALSE,0,NA,NA,FALSE,NA,"1107793699524804610",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","barb_hill",1464,TRUE,FALSE,NA,NA
"76","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793697591169025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Honey9933",7153,TRUE,FALSE,NA,NA
"77","RT @KhaledBeydoun: Why is Trump denying the rise in White Supremacy?  3 Primary Reasons.

1) He doesn't want to alienate a large segment of…",FALSE,0,NA,NA,FALSE,NA,"1107793693296209923",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","torkhan",539,TRUE,FALSE,NA,NA
"78","RT @TheBeatWithAri: .@AOC is using Instagram live to ""expose what she calls the Trump administration's effort to manipulate the census and…",FALSE,0,NA,NA,FALSE,NA,"1107793683015974920",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CorinneAM",163,TRUE,FALSE,NA,NA
"80","RT @TheDemCoalition: ""His condition is getting worse, not better — and there are now fewer people in the administration able to contain the…",FALSE,0,NA,NA,FALSE,NA,"1107793673796939777",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RandyHendrick10",929,TRUE,FALSE,NA,NA
"81","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,NA,FALSE,NA,"1107793672152715264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EarlyFaye",1070,TRUE,FALSE,NA,NA
"82","RT @thehill: Kellyanne Conway's husband suggests President Trump has at least two diagnosable personality disorders https://t.co/Lub2io2IuS…",FALSE,0,NA,NA,FALSE,NA,"1107793666612039681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","packrat1201",104,TRUE,FALSE,NA,NA
"84","RT @KhaledBeydoun: Why is Trump denying the rise in White Supremacy?  3 Primary Reasons.

1) He doesn't want to alienate a large segment of…",FALSE,0,NA,NA,FALSE,NA,"1107793647934865410",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wellness4You13",539,TRUE,FALSE,NA,NA
"85","RT @MissDiagnosis: AHMED: it is FALLACY to claim the #Trump administration is '#Islamophobic' -  On the anniversary of #Halabja and #Anfaal…",FALSE,0,NA,NA,FALSE,NA,"1107793634043269121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","khbc2b75i",3623,TRUE,FALSE,NA,NA
"87","RT @HillaryClinton: An administration's budget says a lot about what—and, more importantly, who—it values. 

So let's talk about the Trump…",FALSE,0,NA,NA,FALSE,NA,"1107793617907863558",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TeddyNews1",7432,TRUE,FALSE,NA,NA
"88","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793614204080128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","REALMATHEW",7153,TRUE,FALSE,NA,NA
"89","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793611238899712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sawyernancy1",7153,TRUE,FALSE,NA,NA
"91","RT @EdKrassen: Socialism (n): ""economic and political theories advocating governmental ownership and administration of the means of product…",FALSE,0,NA,NA,FALSE,NA,"1107793597481533441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amstef17",162,TRUE,FALSE,NA,NA
"92","RT @ewarren: Saudi Arabia has brutally crushed dissent—kidnapping, detaining, torturing its own citizens—even murdering Jamal Khashoggi, a…",FALSE,0,NA,NA,FALSE,NA,"1107793590284156931",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Xenovim",1070,TRUE,FALSE,NA,NA
"94","RT @HillaryClinton: An administration's budget says a lot about what—and, more importantly, who—it values. 

So let's talk about the Trump…",FALSE,0,NA,NA,FALSE,NA,"1107793581538856960",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ANTFACE1",7432,TRUE,FALSE,NA,NA
"95","RT @thehill: Kellyanne Conway's husband suggests President Trump has at least two diagnosable personality disorders https://t.co/Lub2io2IuS…",FALSE,0,NA,NA,FALSE,NA,"1107793577743126528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","endmoronism",104,TRUE,FALSE,NA,NA
"96","RT @drawandstrike: Note that you're seeing a lot of Never Trump-influenced media suddenly shopping 'news' stories about chaos and 'internal…",FALSE,0,NA,NA,FALSE,NA,"1107793574706495490",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","R982507291",61,TRUE,FALSE,NA,NA
"97","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793571682439168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JimBake15389028",7153,TRUE,FALSE,NA,NA
"98","RT @RepMarkMeadows: Michael Cohen lied about seeking a pardon from President Trump. He lied about wanting to work in President Trump's admi…",FALSE,0,NA,NA,FALSE,NA,"1107793555030974464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SusanSt08942260",7153,TRUE,FALSE,NA,NA
"99","@GrantBubsey @kylegriffin1 @TheBeatWithAri I see your point, but until this administration taxes have always been r… https://t.co/VLzGJtVZkf",FALSE,0,"GrantBubsey",NA,TRUE,"1107787824886104064","1107793549280473089","2513739464","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SeizingMonkey",0,FALSE,FALSE,NA,NA
